"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"CVA","Covanta Holding Corporation","9.44","$1.25B","n/a","Basic Industries","Electric Utilities: Central","https://old.nasdaq.com/symbol/cva"
"CPF","CPB Inc.","15.56","$438.08M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cpf"
"CR","Crane Co.","58.75","$3.41B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cr"
"CRD.A","Crawford & Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crd.a"
"CRD.B","Crawford & Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crd.b"
"BAP","Credicorp Ltd.","131.51","$10.44B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bap"
"CS","Credit Suisse Group","10.98","$26.81B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cs"
"CPG","Crescent Point Energy Corporation","1.67","$883.93M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpg"
"CEQP","Crestwood Equity Partners LP","13.43","$982.56M","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/ceqp"
"CEQP^","Crestwood Equity Partners LP","6.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ceqp^"
"CRH","CRH PLC","37.79","$29.66B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/crh"
"CRT","Cross Timbers Royalty Trust","6.0853","$36.51M","1992","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crt"
"CAPL","CrossAmerica Partners LP","15.79","$597.94M","2012","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/capl"
"CCI","Crown Castle International Corporation","166.28","$69.78B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cci"
"CCK","Crown Holdings, Inc.","80.19","$10.81B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/cck"
"CRY","CryoLife, Inc.","20.22","$765.49M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cry"
"CTS","CTS Corporation","21.81","$703.75M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/cts"
"CUBE","CubeSmart","32.13","$6.23B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cube"
"CUB","Cubic Corporation","48.04","$1.51B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cub"
"CFR","Cullen/Frost Bankers, Inc.","70.22","$4.4B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cfr"
"CULP","Culp, Inc.","13.11","$161.15M","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/culp"
"CMI","Cummins Inc.","212.84","$31.43B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cmi"
"CURO","CURO Group Holdings Corp.","8.2","$335.26M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/curo"
"CW","Curtiss-Wright Corporation","104.53","$4.35B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cw"
"SRV","Cushing MLP & Infrastructure Total Return Fund","17.7","$38.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srv"
"SZC","Cushing NextGen Infrastructure Income Fund","31.09","$80.89M","2012","n/a","n/a","https://old.nasdaq.com/symbol/szc"
"CWK","Cushman & Wakefield plc","11.91","$2.63B","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/cwk"
"CUBB","Customers Bancorp, Inc","23","n/a","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/cubb"
"CUBI","Customers Bancorp, Inc","12.62","$397.71M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cubi"
"CUBI^C","Customers Bancorp, Inc","23.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^c"
"CUBI^D","Customers Bancorp, Inc","24.1287","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^d"
"CUBI^E","Customers Bancorp, Inc","23.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^e"
"CUBI^F","Customers Bancorp, Inc","23.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^f"
"CVI","CVR Energy Inc.","16.26","$1.63B","2007","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvi"
"UAN","CVR Partners, LP","0.8746","$97.29M","2011","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/uan"
"CVS","CVS Health Corporation","60.91","$79.71B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cvs"
"CELP","Cypress Environmental Partners, L.P. ","2.33","$28.45M","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/celp"
"DHI","D.R. Horton, Inc.","72.89","$26.51B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/dhi"
"DEH.U","D8 Holdings Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/deh.u"
"DAN","Dana Incorporated","15.09","$2.18B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dan"
"DHR","Danaher Corporation","209.97","$148.95B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dhr"
"DHR^A","Danaher Corporation","1460.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dhr^a"
"DHR^B","Danaher Corporation","1225.21","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dhr^b"
"DAC","Danaos Corporation","4.69","$116.26M","2006","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dac"
"DQ","DAQO New Energy Corp.","111.87","$1.55B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/dq"
"DRI","Darden Restaurants, Inc.","90.31","$11.75B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/dri"
"DAR","Darling Ingredients Inc.","32.57","$5.28B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/dar"
"DVA","DaVita Inc.","89.44","$10.91B","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/dva"
"DCP","DCP Midstream LP","12.76","$2.66B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/dcp"
"DCP^B","DCP Midstream LP","18.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dcp^b"
"DCP^C","DCP Midstream LP","18.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dcp^c"
"DECK","Deckers Outdoor Corporation","207.63","$5.82B","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/deck"
"DE","Deere & Company","217.11","$68.04B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/de"
"DEX","Delaware Enhanced Global Dividend","9.1","$109.27M","2007","n/a","n/a","https://old.nasdaq.com/symbol/dex"
"DDF","Delaware Investments Dividend & Income Fund, Inc.","8.55","$65.73M","1993","n/a","n/a","https://old.nasdaq.com/symbol/ddf"
"DKL","Delek Logistics Partners, L.P.","33.63","$1.46B","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/dkl"
"DK","Delek US Holdings, Inc.","15.26","$1.12B","2017","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/dk"
"DELL","Dell Technologies Inc.","68.47","$50.72B","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/dell"
"DLPH","Delphi Technologies PLC","18.37","$1.59B","2017","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dlph"
"DAL","Delta Air Lines, Inc.","31.14","$19.86B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/dal"
"DLX","Deluxe Corporation","28.93","$1.21B","n/a","Consumer Durables","Publishing","https://old.nasdaq.com/symbol/dlx"
"DBI","Designer Brands Inc.","8.26","$595.61M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/dbi"
"DESP","Despegar.com, Corp.","8.86","$619.73M","2017","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/desp"
"DB","Deutsche Bank AG","9.45","$19.44B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/db"
"DVN","Devon Energy Corporation","10.66","$4.08B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dvn"
"DHX","DHI Group, Inc.","2.61","$138.13M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/dhx"
"DHT","DHT Holdings, Inc.","5.08","$867.66M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dht"
"DEO","Diageo plc","136.54","$79.79B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/deo"
"DSSI","Diamond S Shipping Inc.","7.5","$303.3M","2019","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/dssi"
"DRH","Diamondrock Hospitality Company","5.38","$1.07B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/drh"
"DSX","Diana Shipping inc.","1.41","$125.88M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dsx"
"DSX^B","Diana Shipping inc.","22.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dsx^b"
"DKS","Dick&#39;s Sporting Goods Inc","56.13","$5B","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/dks"
"DBD","Diebold Nixdorf Incorporated","8.99","$698.29M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/dbd"
"DMS","Digital Media Solutions, Inc.","9.5","n/a","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/dms"
"DMS.WS","Digital Media Solutions, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dms.ws"
"DLR","Digital Realty Trust, Inc.","155","$41.69B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dlr"
"DLR^C","Digital Realty Trust, Inc.","26.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^c"
"DLR^G","Digital Realty Trust, Inc.","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^g"
"DLR^I","Digital Realty Trust, Inc.","25.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^i"
"DLR^J","Digital Realty Trust, Inc.","26.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^j"
"DLR^K","Digital Realty Trust, Inc.","27.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^k"
"DLR^L","Digital Realty Trust, Inc.","27.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^l"
"DDS","Dillard&#39;s, Inc.","30.72","$713.63M","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dds"
"DDT","Dillard&#39;s, Inc.","21.204","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/ddt"
"DIN","Dine Brands Global, Inc.","64.2","$1.05B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/din"
"DFS","Discover Financial Services","53.68","$16.45B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dfs"
"DNI","Dividend and Income Fund","11.68","$145.96M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dni"
"DMYT","dMY Technology Group, Inc.","11.53","$331.49M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dmyt"
"DMYT.U","dMY Technology Group, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dmyt.u"
"DMYT.WS","dMY Technology Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dmyt.ws"
"DMYD.U","dMY Technology Group, Inc. II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dmyd.u"
"DLB","Dolby Laboratories","71","$7.14B","2005","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/dlb"
"DG","Dollar General Corporation","204.1","$50.83B","2009","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dg"
"D","Dominion Energy, Inc.","79.6","$66.87B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/d"
"DCUE","Dominion Energy, Inc.","101.85","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dcue"
"DRUA","Dominion Energy, Inc.","26","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/drua"
"DPZ","Domino&#39;s Pizza Inc","403.6","$15.88B","2004","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dpz"
"UFS","Domtar Corporation","29.32","$1.62B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ufs"
"DCI","Donaldson Company, Inc.","51.56","$6.5B","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/dci"
"DFIN","Donnelley Financial Solutions, Inc.","11.5","$389.04M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dfin"
"LPG","Dorian LPG Ltd.","8.14","$415.39M","2014","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/lpg"
"DSL","DoubleLine Income Solutions Fund","16.43","$1.67B","2013","n/a","n/a","https://old.nasdaq.com/symbol/dsl"
"DBL","DoubleLine Opportunistic Credit Fund","19.43","$290.37M","2012","n/a","n/a","https://old.nasdaq.com/symbol/dbl"
"DLY","DoubleLine Yield Opportunities Fund","18.14","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dly"
"PLOW","Douglas Dynamics, Inc.","41.33","$944.7M","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/plow"
"DEI","Douglas Emmett, Inc.","27.47","$4.82B","2006","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dei"
"DOV","Dover Corporation","113.4","$16.33B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dov"
"DVD","Dover Motorsports, Inc.","1.44","$52.41M","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/dvd"
"DOW","Dow Inc.","49.22","$36.48B","2019","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dow"
"RDY","Dr. Reddy&#39;s Laboratories Ltd","59.65","$9.9B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdy"
"DGNR.U","Dragoneer Growth Opportunities Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dgnr.u"
"DRD","DRDGOLD Limited","14.12","$1.21B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/drd"
"DRQ","Dril-Quip, Inc.","33.48","$1.17B","1997","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/drq"
"DS","Drive Shack Inc.","1.43","$96.11M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ds"
"DS^B","Drive Shack Inc.","10.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^b"
"DS^C","Drive Shack Inc.","9.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^c"
"DS^D","Drive Shack Inc.","10.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^d"
"DTE","DTE Energy Company","120.46","$23.21B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dte"
"DTJ","DTE Energy Company","25.58","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtj"
"DTP","DTE Energy Company","46.97","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtp"
"DTQ","DTE Energy Company","25.5601","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtq"
"DTW","DTE Energy Company","26.73","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtw"
"DTY","DTE Energy Company","26.17","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dty"
"DCO","Ducommun Incorporated","38.36","$448.18M","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/dco"
"DSE","Duff & Phelps Select MLP and Midstream Energy Fund","0.4311","$11.31M","2014","n/a","n/a","https://old.nasdaq.com/symbol/dse"
"DNP","Duff & Phelps Utilities Income, Inc.","10.38","$3.15B","1987","n/a","n/a","https://old.nasdaq.com/symbol/dnp"
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","14.35","$122.27M","1991","n/a","n/a","https://old.nasdaq.com/symbol/dtf"
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.29","$255.43M","1993","n/a","n/a","https://old.nasdaq.com/symbol/duc"
"DPG","Duff & Phelps Utility and Infrastructure Fund Inc.","11.38","$431.64M","2011","n/a","n/a","https://old.nasdaq.com/symbol/dpg"
"DUK","Duke Energy Corporation","81.47","$59.92B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk"
"DUK^A","Duke Energy Corporation","28.07","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk^a"
"DUKB","Duke Energy Corporation","28.08","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukb"
"DUKH","Duke Energy Corporation","25.92","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukh"
"DRE","Duke Realty Corporation","39.29","$14.56B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dre"
"DNB","Dun & Bradstreet Holdings, Inc.","25.94","$10.97B","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dnb"
"DD","DuPont de Nemours, Inc.","60.16","$44.15B","2017","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dd"
"DXC","DXC Technology Company","22.37","$5.69B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dxc"
"DY","Dycom Industries, Inc.","65.05","$2.07B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/dy"
"DLNG","Dynagas LNG Partners LP","2.74","$97.24M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/dlng"
"DLNG^A","Dynagas LNG Partners LP","21.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^a"
"DLNG^B","Dynagas LNG Partners LP","18.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^b"
"DT","Dynatrace, Inc.","46.69","$13.12B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/dt"
"DX","Dynex Capital, Inc.","15.76","$364.7M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dx"
"DX^B","Dynex Capital, Inc.","24.5487","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^b"
"DX^C","Dynex Capital, Inc.","22.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^c"
"CTA^A","E.I. du Pont de Nemours and Company","84.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^a"
"CTA^B","E.I. du Pont de Nemours and Company","108.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^b"
